Sigla;Código;Município;Renda - rendimentos do trabalho (2000)
RO;1100908;Castanheiras;61285
RO;1100924;Chupinguaia;67073
RO;1100940;Cujubim;60133
RO;1101005;Governador Jorge Teixeira;46677
RO;1101104;Itapuã do Oeste;62025
RO;1101203;Ministro Andreazza;52579
RO;1101302;Mirante da Serra;71015
RO;1101401;Monte Negro;73302
RO;1101435;Nova União;69385
RO;1101450;Parecis;59286
RO;1101468;Pimenteiras do Oeste;67389
RO;1101476;Primavera de Rondônia;72165
RO;1101484;São Felipe D'Oeste;7426
RO;1101492;São Francisco do Guaporé;78258
RO;1101500;Seringueiras;78046
RO;1101559;Teixeirópolis;68305
RO;1101609;Theobroma;62148
RO;1101708;Urupá;65192
RO;1101757;Vale do Anari;54941
RO;1101807;Vale do Paraíso;55006
RR;1400027;Amajari;51829
RR;1400050;Alto Alegre;43261
RR;1400100;Boa Vista;80962
RR;1400159;Bonfim;61471
RR;1400175;Cantá;65828
RR;1400209;Caracaraí;65051
RR;1400233;Caroebe;50995
RR;1400282;Iracema;70582
RR;1400308;Mucajaí;63614
RR;1400407;Normandia;2717
RR;1400456;Pacaraima;52402
RR;1400472;Rorainópolis;57481
RR;1400506;São João da Baliza;61036
RR;1400605;São Luiz;58482
RR;1400704;Uiramutã;25239
RS;4300034;Aceguá;NA
RS;4300059;Água Santa;78491
RS;4300109;Agudo;72591
RS;4300208;Ajuricaba;72229
RS;4300307;Alecrim;70041
RS;4300406;Alegrete;69655
RS;4300455;Alegria;71052
RS;4300471;Almirante Tamandaré do Sul;NA
RS;4300505;Alpestre;71036
RS;4300554;Alto Alegre;71634
RS;4300570;Alto Feliz;72397
RS;4300604;Alvorada;74603
RS;4300638;Amaral Ferrador;68875
RS;4300646;Ametista do Sul;80745
RS;4300661;André da Rocha;70675
RS;4300703;Anta Gorda;70982
RS;4300802;Antônio Prado;76363
RS;4300851;Arambaré;72475
RS;4300877;Araricá;71356
RS;4300901;Aratiba;74871
RS;4301008;Arroio do Meio;78121
RS;4301057;Arroio do Sal;7063
RS;4301073;Arroio do Padre;NA
RS;4301107;Arroio dos Ratos;66834
RS;4301206;Arroio do Tigre;73002
RS;4301305;Arroio Grande;6351
RS;4301404;Arvorezinha;73221
RS;4301503;Augusto Pestana;72559
RS;4301552;Áurea;7395
RS;4301602;Bagé;64485
RS;4301636;Balneário Pinhal;7024
RS;4301651;Barão;75132
RS;4301701;Barão de Cotegipe;73886
RS;4301750;Barão do Triunfo;6836
RS;4301800;Barracão;62089
RS;4301859;Barra do Guarita;70168
RS;4301875;Barra do Quaraí;74227
RS;4301909;Barra do Ribeiro;71182
RS;4301925;Barra do Rio Azul;78256
RS;4301958;Barra Funda;74977
RS;4302006;Barros Cassal;67118
RS;4302055;Benjamin Constant do Sul;67808
RS;4302105;Bento Gonçalves;73863
RS;4302154;Boa Vista das Missões;74332
RS;4302204;Boa Vista do Buricá;77998
RS;4302220;Boa Vista do Cadeado;NA
RS;4302238;Boa Vista do Incra;NA
RS;4302253;Boa Vista do Sul;78084
RS;4302303;Bom Jesus;68475
RS;4302352;Bom Princípio;76863
RS;4302378;Bom Progresso;69407
RS;4302402;Bom Retiro do Sul;72137
RS;4302451;Boqueirão do Leão;74065
RS;4302501;Bossoroca;68636
RS;4302584;Bozano;NA
RS;4302600;Braga;69687
RS;4302659;Brochier;71794
RS;4302709;Butiá;62171
RS;4302808;Caçapava do Sul;59999
RS;4302907;Cacequi;58236
RS;4303004;Cachoeira do Sul;67045
RS;4303103;Cachoeirinha;7491
RS;4303202;Cacique Doble;6949
RS;4303301;Caibaté;69367
RS;4303400;Caiçara;77228
RS;4303509;Camaquã;70319
RS;4303558;Camargo;74794
RS;4303608;Cambará do Sul;65903
RS;4303673;Campestre da Serra;73619
RS;4303707;Campina das Missões;74655
RS;4303806;Campinas do Sul;73834
RS;4303905;Campo Bom;76698
RS;4304002;Campo Novo;7297
RS;4304101;Campos Borges;68214
RS;4304200;Candelária;72138
RS;4304309;Cândido Godói;74635
RS;4304358;Candiota;64435
RS;4304408;Canela;7419
RS;4304507;Canguçu;65807
RS;4304606;Canoas;72918
RS;4304614;Canudos do Vale;NA
RS;4304622;Capão Bonito do Sul;NA
RS;4304630;Capão da Canoa;73639
RS;4304655;Capão do Cipó;NA
RS;4304663;Capão do Leão;67334
RS;4304671;Capivari do Sul;74686
RS;4304689;Capela de Santana;72736
RS;4304697;Capitão;76508
RS;4304705;Carazinho;6702
RS;4304713;Caraá;62433
RS;4304804;Carlos Barbosa;73013
RS;4304853;Carlos Gomes;75568
RS;4304903;Casca;72527
RS;4304952;Caseiros;62839
RS;4305009;Catuípe;70023
RS;4305108;Caxias do Sul;7549
RS;4305116;Centenário;70737
RS;4305124;Cerrito;64363
RS;4305132;Cerro Branco;66444
RS;4305157;Cerro Grande;6674
RS;4305173;Cerro Grande do Sul;7373
RS;4305207;Cerro Largo;68759
RS;4305306;Chapada;74949
RS;4305355;Charqueadas;63045
RS;4305371;Charrua;75593
RS;4305405;Chiapetta;7373
RS;4305439;Chuí;71755
RS;4305447;Chuvisca;787
RS;4305454;Cidreira;6871
RS;4305504;Ciríaco;67567
RS;4305587;Colinas;75394
RS;4305603;Colorado;71529
RS;4305702;Condor;74532
RS;4305801;Constantina;69125
RS;4305835;Coqueiro Baixo;NA
RS;4305850;Coqueiros do Sul;71993
RS;4305871;Coronel Barros;70276
RS;4305900;Coronel Bicaco;68002
RS;4305934;Coronel Pilar;NA
RS;4305959;Cotiporã;72789
RS;4305975;Coxilha;72504
RS;4306007;Crissiumal;69865
RS;4306056;Cristal;6801
RS;4306072;Cristal do Sul;64186
RS;4306106;Cruz Alta;67345
RS;4306130;Cruzaltense;NA
RS;4306205;Cruzeiro do Sul;74865
RS;4306304;David Canabarro;75994
RS;4306320;Derrubadas;72362
RS;4306353;Dezesseis de Novembro;62156
RS;4306379;Dilermando de Aguiar;62385
RS;4306403;Dois Irmãos;77477
RS;4306429;Dois Irmãos das Missões;6946
RS;4306452;Dois Lajeados;68816
RS;4306502;Dom Feliciano;75613
RS;4306551;Dom Pedro de Alcântara;69508
RS;4306601;Dom Pedrito;6935
RS;4306700;Dona Francisca;68857
RS;4306734;Doutor Maurício Cardoso;73897
RS;4306759;Doutor Ricardo;74516
RS;4306767;Eldorado do Sul;72207
RS;4306809;Encantado;73642
RS;4306908;Encruzilhada do Sul;58762
RS;4306924;Engenho Velho;68582
RS;4306932;Entre-Ijuís;68659
RS;4306957;Entre Rios do Sul;68017
RS;4306973;Erebango;73494
RS;4307005;Erechim;74488
RS;4307054;Ernestina;73306
RS;4307104;Herval;59055
RS;4307203;Erval Grande;70974
RS;4307302;Erval Seco;68681
RS;4307401;Esmeralda;57453
RS;4307450;Esperança do Sul;69097
RS;4307500;Espumoso;67267
RS;4307559;Estação;75595
RS;4307609;Estância Velha;7644
RS;4307708;Esteio;70959
RS;4307807;Estrela;72622
RS;4307815;Estrela Velha;71813
RS;4307831;Eugênio de Castro;62861
RS;4307864;Fagundes Varela;78137
RS;4307906;Farroupilha;77829
RS;4308003;Faxinal do Soturno;67157
RS;4308052;Faxinalzinho;71127
RS;4308078;Fazenda Vilanova;70689
RS;4308102;Feliz;74043
RS;4308201;Flores da Cunha;82141
RS;4308250;Floriano Peixoto;7257
RS;4308300;Fontoura Xavier;66956
RS;4308409;Formigueiro;59772
RS;4308433;Forquetinha;NA
RS;4308458;Fortaleza dos Valos;71322
RS;4308508;Frederico Westphalen;73119
RS;4308607;Garibaldi;76259
RS;4308656;Garruchos;69357
RS;4308706;Gaurama;73636
RS;4308805;General Câmara;55921
RS;4308854;Gentil;7233
RS;4308904;Getúlio Vargas;71506
RS;4309001;Giruá;68544
RS;4309050;Glorinha;71178
RS;4309100;Gramado;77674
RS;4309126;Gramado dos Loureiros;69671
RS;4309159;Gramado Xavier;72958
RS;4309209;Gravataí;74385
RS;4309258;Guabiju;74669
RS;4309308;Guaíba;71718
RS;4309407;Guaporé;70095
RS;4309506;Guarani das Missões;7228
RS;4309555;Harmonia;7778
RS;4309571;Herveiras;71242
RS;4309605;Horizontina;69264
RS;4309654;Hulha Negra;59165
RS;4309704;Humaitá;7361
RS;4309753;Ibarama;75496
RS;4309803;Ibiaçá;76035
RS;4309902;Ibiraiaras;78008
RS;4309951;Ibirapuitã;68455
RS;4310009;Ibirubá;7184
RS;4310108;Igrejinha;81154
RS;4310207;Ijuí;69134
RS;4310306;Ilópolis;71784
RS;4310330;Imbé;69303
RS;4310363;Imigrante;71104
RS;4310405;Independência;73367
RS;4310413;Inhacorá;68225
RS;4310439;Ipê;71827
RS;4310462;Ipiranga do Sul;77355
RS;4310504;Iraí;70834
RS;4310538;Itaara;67807
RS;4310553;Itacurubi;65073
RS;4310579;Itapuca;63644
RS;4310603;Itaqui;70272
RS;4310652;Itati;NA
RS;4310702;Itatiba do Sul;7542
RS;4310751;Ivorá;68321
RS;4310801;Ivoti;76216
RS;4310850;Jaboticaba;7129
RS;4310876;Jacuizinho;NA
RS;4310900;Jacutinga;7402
RS;4311007;Jaguarão;68814
RS;4311106;Jaguari;65963
RS;4311122;Jaquirana;67285
RS;4311130;Jari;68682
RS;4311155;Jóia;71461
RS;4311205;Júlio de Castilhos;7061
RS;4311239;Lagoa Bonita do Sul;NA
RS;4311254;Lagoão;64564
RS;4311270;Lagoa dos Três Cantos;71437
RS;4311304;Lagoa Vermelha;69673
RS;4311403;Lajeado;74644
RS;4311429;Lajeado do Bugre;64246
RS;4311502;Lavras do Sul;57214
RS;4311601;Liberato Salzano;75305
RS;4311627;Lindolfo Collor;77447
RS;4311643;Linha Nova;72222
RS;4311700;Machadinho;67272
RS;4311718;Maçambara;68305
RS;4311734;Mampituba;69669
RS;4311759;Manoel Viana;65018
RS;4311775;Maquiné;65248
RS;4311791;Maratá;73369
RS;4311809;Marau;76048
RS;4311908;Marcelino Ramos;7147
RS;4311981;Mariana Pimentel;67279
RS;4312005;Mariano Moro;76512
RS;4312054;Marques de Souza;71843
RS;4312104;Mata;68761
RS;4312138;Mato Castelhano;6931
RS;4312153;Mato Leitão;74448
RS;4312179;Mato Queimado;NA
RS;4312203;Maximiliano de Almeida;6925
RS;4312252;Minas do Leão;64809
RS;4312302;Miraguaí;6475
RS;4312351;Montauri;77597
RS;4312377;Monte Alegre dos Campos;6142
RS;4312385;Monte Belo do Sul;80091
RS;4312401;Montenegro;69412
RS;4312427;Mormaço;64871
RS;4312443;Morrinhos do Sul;72999
RS;4312450;Morro Redondo;60948
RS;4312476;Morro Reuter;77154
RS;4312500;Mostardas;70643
RS;4312609;Muçum;70802
RS;4312617;Muitos Capões;66018
RS;4312625;Muliterno;74205
RS;4312658;Não-Me-Toque;73537
RS;4312674;Nicolau Vergueiro;72575
RS;4312708;Nonoai;67243
RS;4312757;Nova Alvorada;75466
RS;4312807;Nova Araçá;7171
RS;4312906;Nova Bassano;80307
RS;4312955;Nova Boa Vista;76643
RS;4313003;Nova Bréscia;73205
RS;4313011;Nova Candelária;79243
RS;4313037;Nova Esperança do Sul;70532
RS;4313060;Nova Hartz;80212
RS;4313086;Nova Pádua;77824
RS;4313102;Nova Palma;63451
RS;4313201;Nova Petrópolis;74309
RS;4313300;Nova Prata;76785
RS;4313334;Nova Ramada;71058
RS;4313359;Nova Roma do Sul;77566
RS;4313375;Nova Santa Rita;7364
RS;4313391;Novo Cabrais;67839
RS;4313409;Novo Hamburgo;75951
RS;4313425;Novo Machado;71049
RS;4313441;Novo Tiradentes;71172
RS;4313466;Novo Xingu;NA
RS;4313490;Novo Barreiro;71997
RS;4313508;Osório;72202
RS;4313607;Paim Filho;7275
RS;4313656;Palmares do Sul;66143
RS;4313706;Palmeira das Missões;72339
RS;4313805;Palmitinho;74094
RS;4313904;Panambi;7425
RS;4313953;Pantano Grande;71597
RS;4314001;Paraí;79958
RS;4314027;Paraíso do Sul;68681
RS;4314035;Pareci Novo;74985
RS;4314050;Parobé;80308
RS;4314068;Passa Sete;72639
RS;4314076;Passo do Sobrado;71744
RS;4314100;Passo Fundo;70441
RS;4314134;Paulo Bento;NA
RS;4314159;Paverama;69479
RS;4314175;Pedras Altas;NA
RS;4314209;Pedro Osório;61103
RS;4314308;Pejuçara;74636
RS;4314407;Pelotas;65392
RS;4314423;Picada Café;78128
RS;4314456;Pinhal;72346
RS;4314464;Pinhal da Serra;NA
RS;4314472;Pinhal Grande;72048
RS;4314498;Pinheirinho do Vale;72233
RS;4314506;Pinheiro Machado;6447
RS;4314548;Pinto Bandeira;NA
RS;4314555;Pirapó;62485
RS;4314605;Piratini;5823
RS;4314704;Planalto;71594
RS;4314753;Poço das Antas;73715
RS;4314779;Pontão;75372
RS;4314787;Ponte Preta;77423
RS;4314803;Portão;74787
RS;4314902;Porto Alegre;68885
RS;4315008;Porto Lucena;67717
RS;4315057;Porto Mauá;71421
RS;4315073;Porto Vera Cruz;66934
RS;4315107;Porto Xavier;70891
RS;4315131;Pouso Novo;62907
RS;4315149;Presidente Lucena;77915
RS;4315156;Progresso;77591
RS;4315172;Protásio Alves;71561
RS;4315206;Putinga;64384
RS;4315305;Quaraí;72357
RS;4315313;Quatro Irmãos;NA
RS;4315321;Quevedos;68009
RS;4315354;Quinze de Novembro;76347
RS;4315404;Redentora;61461
RS;4315453;Relvado;71039
RS;4315503;Restinga Seca;67041
RS;4315552;Rio dos Índios;70908
RS;4315602;Rio Grande;62078
RS;4315701;Rio Pardo;65356
RS;4315750;Riozinho;7437
RS;4315800;Roca Sales;71303
RS;4315909;Rodeio Bonito;70393
RS;4315958;Rolador;NA
RS;4316006;Rolante;74336
RS;4316105;Ronda Alta;72665
RS;4316204;Rondinha;7261
RS;4316303;Roque Gonzales;633
RS;4316402;Rosário do Sul;67258
RS;4316428;Sagrada Família;67625
RS;4316436;Saldanha Marinho;74247
RS;4316451;Salto do Jacuí;72947
RS;4316477;Salvador das Missões;76734
RS;4316501;Salvador do Sul;74897
RS;4316600;Sananduva;74166
RS;4316709;Santa Bárbara do Sul;73658
RS;4316733;Santa Cecília do Sul;NA
RS;4316758;Santa Clara do Sul;78559
RS;4316808;Santa Cruz do Sul;7006
RS;4316907;Santa Maria;68031
RS;4316956;Santa Maria do Herval;77851
RS;4316972;Santa Margarida do Sul;NA
RS;4317004;Santana da Boa Vista;45533
RS;4317103;Santana do Livramento;72533
RS;4317202;Santa Rosa;71282
RS;4317251;Santa Tereza;73398
RS;4317301;Santa Vitória do Palmar;72677
RS;4317400;Santiago;70057
RS;4317509;Santo Ângelo;68041
RS;4317558;Santo Antônio do Palma;74994
RS;4317608;Santo Antônio da Patrulha;68006
RS;4317707;Santo Antônio das Missões;63586
RS;4317756;Santo Antônio do Planalto;74212
RS;4317806;Santo Augusto;71719
RS;4317905;Santo Cristo;74056
RS;4317954;Santo Expedito do Sul;67366
RS;4318002;São Borja;68833
RS;4318051;São Domingos do Sul;71834
RS;4318101;São Francisco de Assis;659
RS;4318200;São Francisco de Paula;66046
RS;4318309;São Gabriel;66687
RS;4318408;São Jerônimo;6379
RS;4318424;São João da Urtiga;73634
RS;4318432;São João do Polêsine;68029
RS;4318440;São Jorge;74853
RS;4318457;São José das Missões;70657
RS;4318465;São José do Herval;6436
RS;4318481;São José do Hortêncio;77618
RS;4318499;São José do Inhacorá;77391
RS;4318507;São José do Norte;57117
RS;4318606;São José do Ouro;64728
RS;4318614;São José do Sul;NA
RS;4318622;São José dos Ausentes;71227
RS;4318705;São Leopoldo;74347
RS;4318804;São Lourenço do Sul;67559
RS;4318903;São Luiz Gonzaga;67853
RS;4319000;São Marcos;78621
RS;4319109;São Martinho;71376
RS;4319125;São Martinho da Serra;60502
RS;4319158;São Miguel das Missões;70875
RS;4319208;São Nicolau;60715
RS;4319307;São Paulo das Missões;72823
RS;4319356;São Pedro da Serra;75041
RS;4319364;São Pedro das Missões;NA
RS;4319372;São Pedro do Butiá;76295
RS;4319406;São Pedro do Sul;64224
RS;4319505;São Sebastião do Caí;67998
RS;4319604;São Sepé;65274
RS;4319703;São Valentim;73835
RS;4319711;São Valentim do Sul;70384
RS;4319737;São Valério do Sul;68898
RS;4319752;São Vendelino;75184
RS;4319802;São Vicente do Sul;65382
RS;4319901;Sapiranga;79691
RS;4320008;Sapucaia do Sul;72288
RS;4320107;Sarandi;7291
RS;4320206;Seberi;71826
RS;4320230;Sede Nova;68953
RS;4320263;Segredo;73891
RS;4320305;Selbach;75615
RS;4320321;Senador Salgado Filho;72221
RS;4320354;Sentinela do Sul;67559
RS;4320404;Serafina Corrêa;74784
RS;4320453;Sério;71011
RS;4320503;Sertão;70381
RS;4320552;Sertão Santana;73557
RS;4320578;Sete de Setembro;66357
RS;4320602;Severiano de Almeida;79851
RS;4320651;Silveira Martins;68405
RS;4320677;Sinimbu;69129
RS;4320701;Sobradinho;72426
RS;4320800;Soledade;71509
RS;4320859;Tabaí;71359
RS;4320909;Tapejara;77603
RS;4321006;Tapera;71382
RS;4321105;Tapes;71054
RS;4321204;Taquara;7386
RS;4321303;Taquari;71042
RS;4321329;Taquaruçu do Sul;73449
RS;4321352;Tavares;68853
RS;4321402;Tenente Portela;69648
RS;4321436;Terra de Areia;61979
RS;4321451;Teutônia;76126
RS;4321469;Tio Hugo;NA
RS;4321477;Tiradentes do Sul;67568
RS;4321493;Toropi;65308
RS;4321501;Torres;72508
RS;4321600;Tramandaí;64639
RS;4321626;Travesseiro;73733
RS;4321634;Três Arroios;76668
RS;4321667;Três Cachoeiras;76061
RS;4321709;Três Coroas;81081
RS;4321808;Três de Maio;75046
RS;4321832;Três Forquilhas;6692
RS;4321857;Três Palmeiras;69828
RS;4321907;Três Passos;71987
RS;4321956;Trindade do Sul;6167
RS;4322004;Triunfo;68048
RS;4322103;Tucunduva;73745
RS;4322152;Tunas;7111
RS;4322186;Tupanci do Sul;67547
RS;4322202;Tupanciretã;71218
RS;4322251;Tupandi;77626
RS;4322301;Tuparendi;72193
RS;4322327;Turuçu;70359
RS;4322343;Ubiretama;74536
RS;4322350;União da Serra;76486
RS;4322376;Unistalda;62063
RS;4322400;Uruguaiana;74218
RS;4322509;Vacaria;71881
RS;4322525;Vale Verde;62167
RS;4322533;Vale do Sol;75255
RS;4322541;Vale Real;78987
RS;4322558;Vanini;72392
RS;4322608;Venâncio Aires;71544
RS;4322707;Vera Cruz;71116
RS;4322806;Veranópolis;73731
RS;4322855;Vespasiano Correa;76495
RS;4322905;Viadutos;75679
RS;4323002;Viamão;71108
RS;4323101;Vicente Dutra;72351
RS;4323200;Victor Graeff;65322
RS;4323309;Vila Flores;75753
RS;4323358;Vila Lângaro;76796
RS;4323408;Vila Maria;76813
RS;4323457;Vila Nova do Sul;60968
RS;4323507;Vista Alegre;75012
RS;4323606;Vista Alegre do Prata;74582
RS;4323705;Vista Gaúcha;75043
RS;4323754;Vitória das Missões;64313
RS;4323770;Westfalia;NA
RS;4323804;Xangri-lá;76694
RS;4399919;Santa Cristina do Pinhal;NA
RS;4399929;Santa Izabel;NA
SC;4200051;Abdon Batista;72048
SC;4200101;Abelardo Luz;59661
SC;4200200;Agrolândia;7689
SC;4200309;Agronômica;77321
SC;4200408;Água Doce;69582
SC;4200507;Águas de Chapecó;74698
SC;4200556;Águas Frias;73498
SC;4200606;Águas Mornas;69152
SC;4200705;Alfredo Wagner;796
SC;4200754;Alto Bela Vista;74067
SC;4200804;Anchieta;77279
SC;4200903;Angelina;67605
SC;4201000;Anita Garibaldi;60687
SC;4201109;Anitápolis;70052
SC;4201208;Antônio Carlos;77454
SC;4201257;Apiúna;66213
SC;4201273;Arabutã;76542
SC;4201307;Araquari;76372
SC;4201406;Araranguá;73005
SC;4201505;Armazém;69642
SC;4201604;Arroio Trinta;73459
SC;4201653;Arvoredo;73611
SC;4201703;Ascurra;76479
SC;4201802;Atalanta;73012
SC;4201901;Aurora;79014
SC;4201950;Balneário Arroio do Silva;65557
SC;4202008;Balneário Camboriú;70581
SC;4202057;Balneário Barra do Sul;65323
SC;4202073;Balneário Gaivota;65487
SC;4202081;Bandeirante;74786
SC;4202099;Barra Bonita;7671
SC;4202107;Barra Velha;67993
SC;4202131;Bela Vista do Toldo;70097
SC;4202156;Belmonte;79837
SC;4202206;Benedito Novo;71378
SC;4202305;Biguaçu;76896
SC;4202404;Blumenau;75383
SC;4202438;Bocaina do Sul;55977
SC;4202453;Bombinhas;76968
SC;4202503;Bom Jardim da Serra;67357
SC;4202537;Bom Jesus;68674
SC;4202578;Bom Jesus do Oeste;70837
SC;4202602;Bom Retiro;75955
SC;4202701;Botuverá;72985
SC;4202800;Braço do Norte;80611
SC;4202859;Braço do Trombudo;73761
SC;4202875;Brunópolis;65401
SC;4202909;Brusque;77894
SC;4203006;Caçador;72716
SC;4203105;Caibi;6962
SC;4203154;Calmon;68376
SC;4203204;Camboriú;77453
SC;4203253;Capão Alto;57174
SC;4203303;Campo Alegre;71489
SC;4203402;Campo Belo do Sul;58588
SC;4203501;Campo Erê;63593
SC;4203600;Campos Novos;7121
SC;4203709;Canelinha;77326
SC;4203808;Canoinhas;71705
SC;4203907;Capinzal;75168
SC;4203956;Capivari de Baixo;70852
SC;4204004;Catanduvas;70264
SC;4204103;Caxambu do Sul;7073
SC;4204152;Celso Ramos;68942
SC;4204178;Cerro Negro;42083
SC;4204194;Chapadão do Lageado;80976
SC;4204202;Chapecó;76942
SC;4204251;Cocal do Sul;73705
SC;4204301;Concórdia;75045
SC;4204350;Cordilheira Alta;75146
SC;4204400;Coronel Freitas;69779
SC;4204459;Coronel Martins;70521
SC;4204509;Corupá;7523
SC;4204558;Correia Pinto;64706
SC;4204608;Criciúma;73615
SC;4204707;Cunha Porã;70522
SC;4204756;Cunhataí;78841
SC;4204806;Curitibanos;69786
SC;4204905;Descanso;76341
SC;4205001;Dionísio Cerqueira;74387
SC;4205100;Dona Emma;73918
SC;4205159;Doutor Pedrinho;73846
SC;4205175;Entre Rios;4944
SC;4205191;Ermo;72866
SC;4205209;Erval Velho;66518
SC;4205308;Faxinal dos Guedes;78686
SC;4205357;Flor do Sertão;69882
SC;4205407;Florianópolis;68871
SC;4205431;Formosa do Sul;68053
SC;4205456;Forquilhinha;75432
SC;4205506;Fraiburgo;6832
SC;4205555;Frei Rogério;75716
SC;4205605;Galvão;7037
SC;4205704;Garopaba;68123
SC;4205803;Garuva;77624
SC;4205902;Gaspar;79236
SC;4206009;Governador Celso Ramos;73494
SC;4206108;Grão Pará;79993
SC;4206207;Gravatal;71093
SC;4206306;Guabiruba;78604
SC;4206405;Guaraciaba;78389
SC;4206504;Guaramirim;76775
SC;4206603;Guarujá do Sul;72336
SC;4206652;Guatambú;67431
SC;4206702;Herval d'Oeste;73089
SC;4206751;Ibiam;63808
SC;4206801;Ibicaré;69556
SC;4206900;Ibirama;71368
SC;4207007;Içara;70829
SC;4207106;Ilhota;7555
SC;4207205;Imaruí;56626
SC;4207304;Imbituba;64338
SC;4207403;Imbuia;80522
SC;4207502;Indaial;75181
SC;4207577;Iomerê;7071
SC;4207601;Ipira;73092
SC;4207650;Iporã do Oeste;78282
SC;4207684;Ipuaçu;60265
SC;4207700;Ipumirim;77888
SC;4207759;Iraceminha;7542
SC;4207809;Irani;76008
SC;4207858;Irati;71256
SC;4207908;Irineópolis;74669
SC;4208005;Itá;72446
SC;4208104;Itaiópolis;71979
SC;4208203;Itajaí;72038
SC;4208302;Itapema;72006
SC;4208401;Itapiranga;79388
SC;4208450;Itapoá;69853
SC;4208500;Ituporanga;78476
SC;4208609;Jaborá;74296
SC;4208708;Jacinto Machado;75005
SC;4208807;Jaguaruna;7199
SC;4208906;Jaraguá do Sul;77387
SC;4208955;Jardinópolis;75794
SC;4209003;Joaçaba;70873
SC;4209102;Joinville;73441
SC;4209151;José Boiteux;70929
SC;4209177;Jupiá;63971
SC;4209201;Lacerdópolis;77942
SC;4209300;Lages;71009
SC;4209409;Laguna;58942
SC;4209458;Lajeado Grande;73908
SC;4209508;Laurentino;78141
SC;4209607;Lauro Muller;6549
SC;4209706;Lebon Régis;69258
SC;4209805;Leoberto Leal;76985
SC;4209854;Lindóia do Sul;78167
SC;4209904;Lontras;71506
SC;4210001;Luiz Alves;80451
SC;4210035;Luzerna;74329
SC;4210050;Macieira;68745
SC;4210100;Mafra;671
SC;4210209;Major Gercino;74225
SC;4210308;Major Vieira;62957
SC;4210407;Maracajá;72284
SC;4210506;Maravilha;74544
SC;4210555;Marema;71477
SC;4210605;Massaranduba;76192
SC;4210704;Matos Costa;69032
SC;4210803;Meleiro;7305
SC;4210852;Mirim Doce;66739
SC;4210902;Modelo;75464
SC;4211009;Mondaí;71959
SC;4211058;Monte Carlo;75153
SC;4211108;Monte Castelo;57181
SC;4211207;Morro da Fumaça;8212
SC;4211256;Morro Grande;73404
SC;4211306;Navegantes;735
SC;4211405;Nova Erechim;73175
SC;4211454;Nova Itaberaba;72844
SC;4211504;Nova Trento;78941
SC;4211603;Nova Veneza;77673
SC;4211652;Novo Horizonte;7499
SC;4211702;Orleans;74201
SC;4211751;Otacílio Costa;69748
SC;4211801;Ouro;76993
SC;4211850;Ouro Verde;734
SC;4211876;Paial;73477
SC;4211892;Painel;59033
SC;4211900;Palhoça;76229
SC;4212007;Palma Sola;75388
SC;4212056;Palmeira;62497
SC;4212106;Palmitos;74176
SC;4212205;Papanduva;72049
SC;4212239;Paraíso;7792
SC;4212254;Passo de Torres;68653
SC;4212270;Passos Maia;69951
SC;4212304;Paulo Lopes;73288
SC;4212403;Pedras Grandes;68326
SC;4212502;Penha;65995
SC;4212601;Peritiba;7647
SC;4212650;Pescaria Brava;NA
SC;4212700;Petrolândia;78143
SC;4212809;Piçarras;74131
SC;4212908;Pinhalzinho;74241
SC;4213005;Pinheiro Preto;76265
SC;4213104;Piratuba;7498
SC;4213153;Planalto Alegre;67029
SC;4213203;Pomerode;73665
SC;4213302;Ponte Alta;63172
SC;4213351;Ponte Alta do Norte;67018
SC;4213401;Ponte Serrada;74595
SC;4213500;Porto Belo;72138
SC;4213609;Porto União;69116
SC;4213708;Pouso Redondo;63648
SC;4213807;Praia Grande;71092
SC;4213906;Presidente Castelo Branco;80337
SC;4214003;Presidente Getúlio;76698
SC;4214102;Presidente Nereu;70431
SC;4214151;Princesa;74218
SC;4214201;Quilombo;74989
SC;4214300;Rancho Queimado;73111
SC;4214409;Rio das Antas;73257
SC;4214508;Rio do Campo;6635
SC;4214607;Rio do Oeste;76958
SC;4214706;Rio dos Cedros;7425
SC;4214805;Rio do Sul;72558
SC;4214904;Rio Fortuna;77298
SC;4215000;Rio Negrinho;74597
SC;4215059;Rio Rufino;63239
SC;4215075;Riqueza;70381
SC;4215109;Rodeio;75161
SC;4215208;Romelândia;78212
SC;4215307;Salete;73632
SC;4215356;Saltinho;63951
SC;4215406;Salto Veloso;76082
SC;4215455;Sangão;75558
SC;4215505;Santa Cecília;73536
SC;4215554;Santa Helena;79538
SC;4215604;Santa Rosa de Lima;52847
SC;4215653;Santa Rosa do Sul;73813
SC;4215679;Santa Terezinha;71669
SC;4215687;Santa Terezinha do Progresso;62156
SC;4215695;Santiago do Sul;71585
SC;4215703;Santo Amaro da Imperatriz;77954
SC;4215752;São Bernardino;72692
SC;4215802;São Bento do Sul;76541
SC;4215901;São Bonifácio;72024
SC;4216008;São Carlos;70957
SC;4216057;São Cristovão do Sul;69396
SC;4216107;São Domingos;75421
SC;4216206;São Francisco do Sul;66392
SC;4216255;São João do Oeste;8233
SC;4216305;São João Batista;79472
SC;4216354;São João do Itaperiú;7563
SC;4216404;São João do Sul;76752
SC;4216503;São Joaquim;71231
SC;4216602;São José;74681
SC;4216701;São José do Cedro;80417
SC;4216800;São José do Cerrito;59817
SC;4216909;São Lourenço do Oeste;79642
SC;4217006;São Ludgero;80198
